YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2013 09 29 16 50 214  9.9 12.3  5.34 12.90  8.40 279 1004.7  14.0  14.8 999.0 99.0 99.00
2013 09 29 17 50 210 12.8 16.2  6.05 13.79  9.08 274 1004.1  15.0  14.8 999.0 99.0 99.00
2013 09 29 18 50 199 13.8 17.0  6.42 13.79  9.22 279 1003.3  14.4  14.9 999.0 99.0 99.00
2013 09 29 19 50 203 14.2 17.1  7.04 12.90  9.52 286 1002.3  14.3  15.0 999.0 99.0 99.00
2013 09 29 20 50 202 14.1 17.5  7.51 17.39 10.13 277 1001.4  14.6  15.0 999.0 99.0 99.00
2013 09 29 21 50 209 14.8 18.8  6.28 14.81  8.85 274 1000.1  14.6  15.0 999.0 99.0 99.00
2013 09 29 22 50 204 15.7 20.2  6.68 17.39  9.17 281  999.0  15.0  15.0 999.0 99.0 99.00
2013 09 29 23 50 202 14.9 18.1  6.45 16.00  9.01 278  997.8  15.5  15.0 999.0 99.0 99.00
2013 09 30 00 50 204 15.8 20.1  6.36 14.81  9.09 265  996.6  15.9  15.0 999.0 99.0 99.00
2013 09 30 01 50 208 16.7 20.4  6.63 16.00  8.90 254  995.5  15.4  15.1 999.0 99.0 99.00
2013 09 30 02 50 262 12.2 15.8  7.18 14.81  9.21 292  997.9  14.7  15.1 999.0 99.0 99.00
2013 09 30 03 50 264 13.1 17.0  6.91 13.79  9.01 280  999.2  15.6  15.1 999.0 99.0 99.00
2013 09 30 04 50 271 13.6 17.4  6.78 14.81  8.92 278 1001.1  15.5  15.2 999.0 99.0 99.00
2013 09 30 05 50 271 14.8 18.6  7.49 14.81  9.14 278 1002.3  15.2  15.2 999.0 99.0 99.00
2013 09 30 06 50 264 14.3 16.9  7.16 13.79  9.37 290 1003.5  15.3  15.3 999.0 99.0 99.00
2013 09 30 07 50 248 13.7 17.5  7.36 13.79  9.57 280 1004.5  15.5  15.4 999.0 99.0 99.00
2013 09 30 08 50 245 13.2 15.6  7.24 14.81  9.90 295 1005.4  15.5  15.4 999.0 99.0 99.00
2013 09 30 09 50 233 11.6 15.0  7.16 13.79 10.00 294 1006.1  15.5  15.4 999.0 99.0 99.00
2013 09 30 10 50 233 12.4 15.0  7.27 14.81  9.68 298 1006.3  15.2  15.5 999.0 99.0 99.00
2013 09 30 11 50 236 12.3 15.5 99.00 99.00 99.00 999 1006.9  15.0  15.5 999.0 99.0 99.00
2013 09 30 12 50 239 11.1 13.6  6.88 13.79  9.78 293 1007.4  15.2  15.5 999.0 99.0 99.00
2013 09 30 13 50 245 12.2 14.6  6.81 14.81  9.72 290 1008.2  14.7  15.4 999.0 99.0 99.00
2013 09 30 14 50 241 10.7 12.9  6.15 12.90  9.34 291 1009.3  14.6  15.3 999.0 99.0 99.00
2013 09 30 15 50 248 12.4 17.2  5.91 12.12  9.05 291 1010.2  14.1  15.2 999.0 99.0 99.00
2013 09 30 16 50 235 10.3 12.5  5.88 12.12  9.46 277 1011.4  12.8  15.1 999.0 99.0 99.00
2013 09 30 17 50 251  8.4 10.8  5.33 12.90  8.83 289 1012.0  14.2  15.1 999.0 99.0 99.00
2013 09 30 18 50 244 10.1 11.9 99.00 99.00 99.00 999 1012.9  14.8  15.1 999.0 99.0 99.00
2013 09 30 19 50 238  6.5  8.7  5.75 13.79  9.20 279 1014.0  13.6  15.1 999.0 99.0 99.00
2013 09 30 20 50 245 11.0 13.5  5.20 11.43  8.86 282 1014.3  14.0  15.2 999.0 99.0 99.00
2013 09 30 21 50 222  8.9 10.7  5.64 13.79  9.42 285 1014.5  14.4  15.3 999.0 99.0 99.00
2013 09 30 22 50 250  9.4 11.8  5.35 13.79  9.33 284 1015.0  15.3  15.4 999.0 99.0 99.00
